customer_id,gender,age,country,signup_date,plan_type,contract_type,monthly_fee,payment_method,login_frequency_per_week,avg_session_minutes,features_used_count,last_login_days_ago,support_tickets,avg_response_time_hours,churn
1965595e-d19c-4e50-9bfd-8fcacad19c38,Male,36,USA,1/9/2022,Basic,Monthly,17.36,JazzCash,14,108,7,25,1,24.1,1
3f02c9e7-b29e-409e-817a-70d3548225b6,Male,49,Germany,11/8/2020,Basic,Yearly,14.38,JazzCash,10,117,15,51,2,9.5,1
782650d1-286a-4f11-905c-4b3554c0e81a,Male,60,UAE,5/8/2020,Basic,Yearly,29.84,PayPal,9,77,18,0,2,25.5,0
0f3c3efa-dac3-45bb-8bc5-d21cb949bb01,Male,30,UAE,5/1/2020,Premium,Monthly,116.74,Easypaisa,3,111,12,7,3,2.4,1
d072331d-eb2b-4f0b-a686-64b3b982b65f,Male,64,Germany,6/2/2021,Standard,Yearly,54.6,Card,5,91,18,41,4,23,0
9055a5a3-a44a-437d-9275-3734cc335b6e,Female,50,UK,3/1/2022,Standard,Monthly,40.7,JazzCash,6,14,19,50,9,15.6,1
ccff8dfc-3163-4095-862b-5d7897c84ecc,Other,49,UK,1/1/2025,Standard,Yearly,70.98,Card,9,50,14,12,9,17.6,0
eea880fd-3757-49c5-b267-11d102697437,Male,46,India,5/18/2020,Premium,Yearly,121.49,JazzCash,9,106,17,22,6,2.4,0
deb8fe94-3ff1-4c6f-92ba-4a972f9e3fa5,Female,45,Canada,1/31/2022,Standard,Monthly,34.56,JazzCash,5,19,11,7,0,16,1
879ffd38-f81f-47d8-82c4-dba28d8590ab,Female,31,UK,8/10/2023,Basic,Monthly,14.64,Easypaisa,8,28,4,35,4,34.7,0
f1f2f3a3-9a41-45b2-89cd-8cd00cb6905b,Other,22,UAE,9/23/2024,Premium,Yearly,102.93,JazzCash,3,26,2,51,7,24.4,0
ce0a9db7-2dfb-4270-8234-b1fc3f0ba905,Female,25,Pakistan,1/28/2025,Basic,Yearly,19.78,Easypaisa,9,3,10,1,10,37.8,1
d1d13106-82f5-4d43-bd63-70c90958eda1,Male,47,USA,6/20/2021,Standard,Monthly,74.9,Card,5,83,1,4,7,5.5,0
105638bc-a65e-4487-882e-16622a55a284,Other,37,USA,7/23/2023,Standard,Yearly,34.91,JazzCash,7,79,2,25,4,33.7,0
74d2bd15-981d-4218-9335-beea45c4d1d2,Other,25,Canada,3/11/2024,Premium,Monthly,83.02,Card,13,2,5,6,5,41.5,1
1656c749-26d4-4657-a327-d1a6aafaf93f,Male,28,Pakistan,2/21/2022,Premium,Yearly,137.31,Card,14,89,2,16,0,6.2,0
074b2657-24f5-4031-ba1c-5c03fb26bf08,Male,34,USA,4/3/2024,Standard,Monthly,76.32,PayPal,1,17,11,55,2,36.4,1
fae97825-bfc4-4366-8cdc-e0440391286c,Female,58,UK,5/16/2021,Premium,Monthly,120.87,PayPal,4,42,16,14,1,13.4,0
79f04fcc-1934-46ef-84ed-76e7b8e95a35,Male,40,UAE,9/19/2022,Premium,Monthly,128.95,Card,7,8,7,0,10,11.2,1
466169d7-d532-447c-89c3-36045abaf8c3,Male,49,Pakistan,10/26/2023,Basic,Yearly,24.01,JazzCash,11,59,5,54,8,6,1
342dbd42-f183-4ad4-a4eb-5ea010ca9317,Female,42,UK,10/4/2025,Basic,Yearly,9.7,JazzCash,6,22,10,60,9,31.5,1
7dfdba35-787e-4402-b975-3feddede84f6,Male,65,Pakistan,9/12/2022,Basic,Yearly,9.68,Card,7,85,17,28,5,13.5,0
f49dc068-0610-402a-bc29-984dba2b0d99,Male,40,UK,5/18/2022,Basic,Yearly,17.55,JazzCash,0,57,9,23,1,3.3,0
0725a0a5-89f5-4574-bc47-4e63d3b18344,Female,30,USA,2/14/2022,Standard,Monthly,60.11,PayPal,8,56,4,43,0,31.4,0
775f56f7-d3cb-4ef0-aa4b-bba638152459,Male,25,Pakistan,5/26/2020,Premium,Yearly,97.47,Card,4,29,20,44,6,19.4,1
3527222c-1b4b-41d6-ad0f-5f3e1fe0bf3a,Other,70,Germany,1/3/2023,Standard,Monthly,39.38,Easypaisa,5,82,10,45,9,14.5,1
089d8909-39ce-4024-8bc3-53a602f8e88a,Male,50,Germany,5/6/2025,Premium,Yearly,139.83,Easypaisa,2,41,3,10,2,16.6,0
71b47222-27cf-4e37-aeee-082072a4a630,Male,60,UK,10/18/2024,Standard,Monthly,39.7,JazzCash,14,10,6,43,0,28.9,0
8631d229-10ed-4bd6-b28a-c3638b7d95d8,Other,18,UK,10/10/2022,Standard,Monthly,33.21,Card,9,88,10,53,3,25.7,1
aa35b71b-98f4-468a-9924-87678b1e9d6e,Male,67,Pakistan,2/13/2021,Standard,Yearly,53.18,JazzCash,8,33,16,16,5,22.6,0
33df6823-c2f4-45c8-879f-9849e3482cff,Female,63,USA,10/22/2025,Premium,Yearly,88.78,Card,2,53,8,42,2,17.8,1
d8b5becf-8736-4e81-91dc-7d86d52a7d05,Other,65,Germany,10/30/2024,Standard,Monthly,67.47,Easypaisa,14,49,4,17,10,32.9,1
03f86bf0-3353-492a-8414-112e60b652f3,Female,51,India,12/22/2022,Premium,Yearly,142.27,PayPal,9,54,9,19,3,2.9,0
e76b613f-75f8-49e2-9c5f-31f325f4cab9,Female,57,Pakistan,11/10/2024,Standard,Yearly,45.13,Card,7,119,5,29,10,8.1,0
6bd7459f-2a21-4aa0-b55e-2ede8997e57f,Other,53,Germany,10/28/2021,Standard,Yearly,45.12,JazzCash,0,59,2,13,4,39.8,1
d57e35d4-0041-4384-a3ab-84bcf5c09ef4,Female,37,Pakistan,10/28/2024,Standard,Monthly,33.45,Easypaisa,5,113,10,50,8,32.3,1
4ccf9331-454e-4036-b2ce-e41a3a6d1364,Male,23,Germany,1/13/2023,Basic,Monthly,15.8,Card,4,29,2,30,5,12.7,0
ae238b0b-9ec8-463c-a857-5615cfd6b390,Female,45,UK,2/5/2021,Standard,Yearly,60.25,Easypaisa,9,56,11,51,9,7.5,0
a2b84d45-7be4-42c9-8434-9629378f8c79,Female,26,UK,3/28/2022,Standard,Yearly,35.19,PayPal,8,24,13,50,6,5.5,1
6ce9b14d-b861-4d48-a86d-cd3ee11a6253,Other,38,UAE,1/4/2024,Standard,Yearly,51.96,PayPal,6,60,1,58,8,2.2,0
ba54e98b-9ee8-4ae0-9d69-7e05cdabb3a7,Male,66,India,5/23/2023,Basic,Yearly,8.18,JazzCash,0,97,13,8,6,32.5,1
7f0c667c-a8e7-4bb8-bff3-ad1b3bb62cd5,Other,47,Canada,8/10/2020,Basic,Monthly,11.75,Card,5,77,4,52,4,27.6,1
471c6d34-508d-434e-86f0-f687852142f3,Male,25,Germany,9/23/2025,Premium,Monthly,129.41,Easypaisa,8,95,16,8,3,43.1,0
3a863641-4e49-4571-968f-107ae8000440,Male,37,Germany,6/27/2023,Premium,Monthly,136.59,Easypaisa,1,9,1,9,9,42.4,1
db7a299f-b1b2-4d38-8a94-07d47fa50eb8,Male,31,Pakistan,4/24/2025,Basic,Yearly,14.77,Card,4,52,16,11,3,40.6,0
1e810351-9278-408a-a98d-47298018d509,Other,61,UK,5/19/2021,Standard,Monthly,62.17,Easypaisa,2,105,8,10,8,35.9,1
13e877c7-4e6a-41a0-9e12-a60ddc862e25,Female,48,USA,3/31/2023,Premium,Monthly,147.18,PayPal,5,86,9,25,6,33.8,1
53ef16ac-8995-4c40-8878-19f24994a808,Female,70,UK,8/29/2021,Basic,Yearly,16.43,PayPal,0,75,10,2,10,31.6,1
b53ea503-3376-42d2-bc23-efac3ee9aca4,Female,20,USA,7/24/2021,Standard,Yearly,44.57,Easypaisa,5,65,17,13,5,43.4,0
a7474dad-b20f-4cf2-8e85-ef080b2c046a,Other,22,India,9/12/2021,Standard,Yearly,53.51,Easypaisa,4,101,10,59,6,4.2,0
674717ad-1651-4911-8a33-3d9a10b763bc,Female,42,UK,1/8/2022,Premium,Yearly,89.93,JazzCash,9,75,12,37,9,40,1
5c3cc288-aa6e-4c79-a245-82df502e38b1,Male,64,India,8/7/2022,Basic,Monthly,17.49,PayPal,5,98,8,49,3,6,0
973c095a-425d-4572-a3e0-1106dde68723,Other,42,Canada,9/16/2024,Basic,Monthly,20.3,Card,0,109,3,28,5,29.5,0
69a644f2-a0ca-4e9c-ac1b-7e989afdd974,Male,38,Pakistan,1/15/2025,Standard,Monthly,79.45,Easypaisa,3,33,16,28,10,14.4,1
f9cdc01a-c611-4816-aacd-a928bacb46d4,Male,45,Canada,12/4/2025,Basic,Monthly,19.55,Card,3,5,5,57,0,17.9,1
62cd502d-c9ed-4c59-919c-b0b899d62ccf,Other,22,USA,1/29/2022,Premium,Yearly,94.12,Easypaisa,9,106,16,32,5,17.8,0
ec2d623f-0e01-4eae-919a-dadd500e1e0d,Male,69,Pakistan,12/2/2024,Standard,Yearly,73.82,Card,2,101,17,19,1,6.5,0
7bd487e2-5344-4c49-926d-eb29961fe2c8,Other,52,USA,4/2/2020,Basic,Yearly,28.06,JazzCash,6,91,12,4,2,46.5,0
ddb8bc31-9a25-4134-a300-72639b77286f,Other,33,Canada,10/21/2025,Premium,Yearly,108.55,Card,8,90,4,37,7,45,0
8c884602-26b1-4fe4-bc2c-5a582cb68e44,Other,19,Pakistan,10/16/2023,Standard,Yearly,40.83,Card,2,27,18,52,5,44.4,1
18494cfd-a901-47c3-b6cc-c72ff24db3e0,Male,33,UK,10/25/2020,Premium,Monthly,104.86,Card,6,77,20,59,1,42.7,1
a7e86f5d-114e-49b7-8974-3b35bc535951,Male,35,Germany,6/19/2020,Basic,Monthly,17.41,Easypaisa,10,45,14,30,4,37.7,0
8df3de1a-d233-4ce3-9f39-a6becf0daeb8,Male,19,Pakistan,4/17/2020,Basic,Yearly,22.05,Card,8,62,2,24,6,33.7,0
9f60393b-7afd-4fdd-b35b-974b80385e85,Female,53,India,4/18/2021,Standard,Monthly,74.96,JazzCash,5,25,11,27,0,12.2,1
5eb5eb1f-d1c6-4b2f-9295-e7a3fe5bc150,Male,32,UK,7/6/2020,Basic,Monthly,25.32,Card,0,17,15,11,4,3.1,1
43edd2e0-e6f0-4971-b006-6e223d0fdc93,Other,33,USA,6/15/2021,Premium,Yearly,114.03,Card,10,10,3,16,8,10.7,0
aa676eb3-1f3d-4b08-afe8-4a7254b7a537,Female,32,UK,5/24/2023,Standard,Yearly,73.58,Easypaisa,8,115,9,20,8,24.7,1
d7e99c4f-2fdb-44e2-b73b-d16ab47875a7,Female,63,UAE,6/14/2025,Standard,Monthly,40.97,Easypaisa,13,67,8,19,8,10.9,1
eb23caef-950d-4a44-994d-aed2a503f6f2,Male,20,India,12/8/2024,Premium,Yearly,146.76,Card,7,108,2,17,4,28.6,0
f1e51107-649d-470e-ae3d-f30ef5728962,Male,21,USA,4/21/2024,Standard,Monthly,73.28,PayPal,7,6,8,13,6,9.7,1
34808de9-5889-4982-a390-67f1c232425f,Male,60,USA,5/8/2020,Premium,Yearly,145.67,JazzCash,14,107,9,51,9,11.2,1
80c37b2d-0769-4c38-ad4c-1cdcf825b850,Other,57,UK,10/17/2024,Premium,Monthly,136.71,PayPal,11,120,10,54,8,22.8,1
e7417312-8541-4851-bf8f-b8d64c0f54cc,Other,67,UAE,12/1/2022,Basic,Yearly,16.68,Easypaisa,2,117,1,17,10,45.7,1
ecc841de-9210-44f9-af8c-335e85a898ff,Male,67,UAE,4/26/2023,Standard,Yearly,32.89,JazzCash,5,35,9,50,10,39.1,1
8631adfc-d163-4079-9054-4fab72452b30,Male,37,UAE,8/7/2023,Standard,Monthly,52.75,Card,7,2,15,2,5,23.6,0
4cca7eef-5c62-4d0c-aa17-dd081d3c1b02,Male,44,Pakistan,11/21/2020,Standard,Yearly,77.71,PayPal,2,34,9,16,7,7,0
6b440442-d34b-4002-b3e0-993e307a5591,Male,57,Germany,7/22/2020,Basic,Monthly,21.37,Easypaisa,10,65,15,37,5,3,1
cbaab9d0-ba28-4ec5-8724-b09ab4ef83bc,Male,63,USA,11/20/2022,Basic,Yearly,18.51,Card,9,31,12,6,1,24.8,0
5d6ed6f7-19af-4193-b4b3-d1a9bdb97042,Male,33,India,8/27/2023,Premium,Yearly,138.21,PayPal,1,83,14,56,4,7.7,1
2790e0da-56d2-43f0-b04c-e7000e0f732d,Female,39,UK,3/14/2024,Standard,Yearly,61.47,Easypaisa,5,6,10,59,2,43.9,1
9ddd5850-4b6a-4575-a33d-8287f77234eb,Other,31,Canada,7/6/2023,Premium,Yearly,145.86,PayPal,13,75,2,42,2,18.9,0
35bffac2-18b2-48e7-8a79-d5ae584d739a,Male,22,India,8/24/2025,Premium,Yearly,118.19,Card,13,113,17,51,0,29.5,0
eccc55d2-d19a-4d74-a86c-8e479577ff3f,Other,46,USA,1/7/2023,Basic,Yearly,27.78,JazzCash,3,103,12,14,7,15.8,0
17472f3e-1b63-4e67-92fa-32678b684f58,Other,33,UK,8/6/2024,Standard,Monthly,48.25,Card,14,47,16,38,3,22.1,1
1c62c558-c4e0-48a7-9469-79f0f2ef9506,Other,70,Canada,5/28/2021,Premium,Monthly,134.57,PayPal,10,75,5,38,4,38.4,1
feb5189a-a3f3-4a76-a696-a9fc2e40f817,Male,23,UK,9/20/2024,Premium,Monthly,120.74,Easypaisa,14,24,15,0,2,6.7,0
d0653aaf-2485-4772-a20b-488315b55764,Other,63,UK,2/17/2021,Basic,Monthly,25.85,Card,11,22,3,8,8,41.7,1
0b594dd3-8337-49dc-a8e9-636ba1375b5f,Female,40,India,7/5/2024,Premium,Monthly,130.13,Card,5,115,11,37,9,30,0
25e70b77-e22a-4a3e-a1c4-e0407413c31f,Male,22,Germany,12/24/2023,Standard,Yearly,61.91,PayPal,4,97,16,44,2,35.5,0
3be042b7-3cc4-4db8-8a74-6fa3a5fcca8d,Other,70,UAE,12/9/2020,Basic,Monthly,19.84,JazzCash,10,84,15,24,5,21.6,0
d3cd7d70-fe94-4fe4-87a3-f52096836c5f,Other,35,Canada,1/31/2021,Basic,Yearly,17.33,Card,9,67,17,37,8,40.7,1
c41e541b-0735-45f9-addc-5efe42ddce78,Female,42,USA,12/31/2021,Basic,Monthly,25.35,Easypaisa,6,67,9,36,9,15.8,1
8fd20b51-df13-486e-b9ff-8a2c5c86f941,Male,25,USA,1/26/2023,Standard,Yearly,41.96,Easypaisa,4,118,9,38,1,44.5,0
818bc8eb-6bd2-4bb3-8861-31f112f9b874,Male,24,India,9/14/2025,Basic,Monthly,19.96,Card,14,70,18,51,3,1.3,0
a043fe9e-20af-4516-bed1-f11d21959799,Male,41,India,2/28/2023,Premium,Yearly,131.51,Easypaisa,13,59,10,58,1,34.7,0
fb67c917-de3d-4a71-826a-815543960c3c,Male,46,UK,7/13/2025,Standard,Monthly,73.36,JazzCash,11,86,4,22,1,36,1
625f6410-00cb-4f23-be9e-c338d1dbba55,Male,38,India,9/7/2025,Standard,Yearly,53.22,Card,11,89,11,57,0,21.4,0
84e59d19-721e-405a-a5ef-6947f84898ad,Other,38,India,5/25/2020,Premium,Monthly,97.97,PayPal,13,29,7,16,7,8.1,0
a1375eee-984e-494a-b6e5-c5b78f2512f2,Other,49,USA,6/23/2021,Basic,Monthly,28.77,Easypaisa,0,56,3,31,8,29.7,1
157542ba-ab26-4d98-a8ac-eef25fac5f4d,Male,44,Germany,12/13/2022,Premium,Yearly,124.54,Easypaisa,10,45,16,33,10,45.9,1
65441723-1954-44eb-9ab4-2bded7895bc4,Male,36,Germany,6/9/2025,Standard,Yearly,60.29,PayPal,4,13,8,7,4,20.7,0
ebec2635-86a2-46c0-98ba-0d524e8b32ae,Male,60,UK,4/19/2021,Basic,Yearly,28.91,Card,5,90,13,45,2,37.4,0
33432a3f-786a-4797-8d09-59eadb112faa,Female,56,UK,8/19/2022,Basic,Yearly,11.7,Easypaisa,14,109,14,3,8,37.3,1
05453e4d-e274-4a71-9b63-bf365d472961,Female,44,UK,12/15/2024,Standard,Yearly,43.77,Card,4,63,8,21,10,39.5,1
a74af61d-e532-4406-96d8-3173487fb942,Female,32,UAE,11/13/2021,Premium,Monthly,134.79,Card,9,79,11,8,9,26.4,0
98165878-2db8-40d2-8658-bdf2aba4381f,Male,69,UK,1/4/2021,Premium,Yearly,143.94,Card,10,7,17,13,5,26.2,0
cb5d2156-2cc6-4ac5-827e-ceb6a85af588,Other,43,Canada,7/28/2022,Standard,Monthly,75.62,JazzCash,6,28,18,46,3,45.2,1
a298c647-58ce-4eb6-a36c-d9c61aff7bca,Male,66,UAE,2/23/2021,Premium,Yearly,135.6,Card,2,37,10,1,3,30.7,0
6d1113ad-160b-4ca8-9447-2d8d5be9ddd6,Male,35,Germany,5/21/2021,Standard,Yearly,37.43,JazzCash,13,11,3,4,8,34.9,0
edaeadef-340d-4b11-bd38-858c15d71e6c,Female,19,Pakistan,9/13/2021,Basic,Yearly,9.86,JazzCash,12,42,14,32,0,15.2,0
434570de-411e-4fcc-95c4-8c68b2128406,Male,34,Germany,4/14/2025,Standard,Yearly,52.05,Easypaisa,6,72,9,30,4,43.7,0
605db49d-14f2-4774-b9e1-2bd373c8be16,Male,42,Pakistan,7/28/2025,Premium,Yearly,146.65,Card,7,29,19,1,6,37.2,0
20f53d8e-4caf-4bce-9736-cd53e182a7c7,Female,54,Pakistan,6/26/2023,Standard,Monthly,70.67,Card,1,72,6,13,7,28.9,1
11d380c7-6efe-4467-98d4-9deb2c1b77a2,Female,57,Canada,4/23/2025,Premium,Monthly,85.07,PayPal,4,53,10,47,5,40.2,1
2eafc390-0784-40e9-bb22-b1aa50c1950a,Other,54,UAE,7/23/2024,Basic,Yearly,22.26,PayPal,8,64,11,41,3,16.1,0
6af1b617-f20f-4057-aa87-ede012d32bc9,Other,53,Canada,11/29/2020,Basic,Yearly,22.48,PayPal,2,97,1,10,8,36.2,1
7237977a-85f5-48e0-91a3-861abc3b2ebd,Female,25,Pakistan,10/3/2024,Standard,Monthly,61.68,PayPal,2,96,18,26,6,1.4,1
579f0fa2-e568-45d1-8649-0ff9f5a8b2ee,Female,64,Germany,1/15/2023,Premium,Yearly,123.44,JazzCash,9,84,6,9,4,25.6,0
b285f303-1ef3-401f-9017-95297841125c,Other,63,USA,10/28/2025,Premium,Yearly,113.58,Easypaisa,14,43,5,10,8,34.6,0
556e3f4d-4cc4-49cb-adc8-8fb4ebd41832,Female,44,India,9/7/2021,Standard,Monthly,79.67,Card,4,90,7,12,1,26.3,0
1da23ad7-a0be-4ef9-bb5d-4e88d32966d8,Male,57,UK,10/2/2021,Basic,Yearly,20.91,Easypaisa,5,81,1,59,3,13.9,0
8aeef062-089e-4d3f-aba9-fd6df6467802,Female,55,Germany,6/6/2023,Standard,Yearly,76.78,Easypaisa,1,76,5,6,3,14.2,0
0bf223de-8149-4454-80ea-0630c0c9b457,Male,26,Canada,11/9/2025,Premium,Yearly,103.78,JazzCash,12,95,20,42,7,10.8,1
5d2a4e0c-8dc1-4bce-99f1-33e910d3484d,Male,31,Pakistan,8/23/2021,Basic,Monthly,16.89,Card,5,10,2,8,8,38.9,1
ced18895-3382-4829-9338-97bf85ae4438,Female,38,USA,8/11/2025,Basic,Monthly,19,PayPal,12,50,16,22,4,40.4,1
eca73a7a-7e07-43f8-87eb-8dcc1e965044,Male,56,Canada,5/26/2022,Basic,Yearly,22.78,PayPal,8,57,16,44,4,33.2,0
331e1dfd-5e23-4b39-8e2b-d4aa4488ada5,Female,59,USA,12/30/2021,Basic,Yearly,26.38,JazzCash,11,55,7,39,8,42.2,0
eab14518-3d58-4765-86ae-f200ea0886d6,Male,42,USA,1/3/2022,Premium,Monthly,94.51,JazzCash,8,25,1,37,4,16.4,0
0668fb6e-be01-41fd-ac7f-ee54e91f8895,Female,50,Pakistan,1/23/2023,Basic,Yearly,21.04,PayPal,0,90,9,17,10,3.7,0
f615f75f-5392-4321-8b4d-6c95481219f0,Male,63,UK,2/4/2025,Standard,Monthly,54.2,Card,0,48,1,39,2,34.2,1
4ebbd6b3-c23f-48ed-955b-2b8669c3f02c,Male,23,UK,5/4/2021,Basic,Yearly,20.94,Card,5,13,18,17,3,31.8,0
0bd8eb0a-5089-4984-ba5d-43199c83baeb,Female,61,Canada,7/20/2023,Premium,Monthly,143.5,JazzCash,8,2,13,26,10,32.5,1
a416199b-db4d-4d10-955a-c7af76a4a1d9,Other,27,Germany,12/28/2022,Basic,Monthly,16.08,JazzCash,9,26,17,26,2,30.9,0
beeb76a4-0452-4bef-ad4e-d1781637dd88,Male,37,USA,12/7/2023,Basic,Yearly,16.66,Card,9,120,15,5,1,44.1,0
09f10028-69be-4019-b6e9-50f0966e68c4,Male,29,USA,3/23/2020,Basic,Monthly,10.44,JazzCash,7,11,8,19,10,31.2,1
9feab52d-f623-40c4-af85-265e185ed879,Male,65,Canada,6/27/2021,Standard,Monthly,49.59,JazzCash,2,36,5,36,5,20.5,1
1b892e88-66a5-427a-bf52-6bc39877b886,Female,30,India,4/23/2023,Standard,Yearly,43.96,PayPal,5,75,12,22,10,25.6,0
70c192eb-f696-495d-9cbd-002036edd245,Other,28,Pakistan,4/28/2024,Basic,Monthly,29.84,PayPal,5,83,10,13,5,33.9,0
81ae011b-667c-41b6-9c1e-51f5f5a6d70c,Other,68,USA,1/6/2021,Premium,Monthly,98.82,PayPal,4,5,4,33,10,30.7,1
9daa4b22-b170-48fd-bf5f-1de45ad38cf1,Female,55,USA,3/4/2024,Premium,Yearly,126.42,Card,5,90,4,40,5,41.9,1
d3f79343-d5ab-4217-8e45-4276d6fb2b5b,Female,48,USA,10/11/2023,Premium,Monthly,93.91,JazzCash,4,21,15,34,2,36.3,1
b48bd623-23a5-4076-9efa-ef535ced6ff4,Other,47,UAE,11/16/2024,Premium,Yearly,113.68,Easypaisa,4,93,12,38,5,23.7,0
5504a130-740a-4bdd-a199-dc6f24eb1734,Male,32,Canada,9/7/2025,Basic,Yearly,15.65,JazzCash,9,52,19,1,2,25.1,0
3c4eafb0-4b89-452b-9a3e-9d7a6281c365,Other,62,UAE,3/23/2022,Premium,Monthly,89.96,JazzCash,12,7,3,19,2,38.7,1
64fdb350-9f91-4dce-a154-ad9d48641392,Male,47,Pakistan,8/27/2021,Basic,Monthly,12.53,Card,2,31,7,27,1,35,1
0ed180b0-4dfd-4307-89d6-5b1e7f482f3f,Other,67,USA,1/21/2020,Standard,Monthly,47.89,PayPal,8,88,13,44,3,43.9,1
8c5fcbe2-9d9e-47d9-96a3-e58b5fc30227,Female,63,India,1/27/2021,Standard,Monthly,46.6,Easypaisa,6,99,11,57,4,39.5,1
7281f445-9ee9-426c-8c98-8861fae4e37b,Female,56,UK,12/27/2025,Basic,Yearly,17.21,Card,3,114,20,11,3,18.3,0
98af9fce-9552-462d-af2c-34c69ba9a819,Male,57,UAE,6/18/2024,Basic,Monthly,8.45,Easypaisa,0,28,10,27,1,17,0
d20a65d5-77b4-4676-b5b9-db2f6567803b,Female,27,USA,6/28/2023,Standard,Yearly,32.71,PayPal,2,21,13,43,8,40.2,1
6fdf6d2c-7094-42d5-89a6-2a182b330d27,Male,40,Germany,2/19/2021,Premium,Yearly,136.44,Card,2,41,5,36,8,19,1
d8836d50-8d4d-4e63-a38c-4f526ae4a0a4,Female,59,Germany,7/3/2024,Standard,Monthly,45.84,JazzCash,11,82,4,38,7,24.6,1
bc58765a-914a-4364-a826-89be9ecb07a7,Other,39,Canada,12/31/2025,Standard,Monthly,69.49,PayPal,8,98,13,55,10,4.8,1
5c3bc26c-9a04-4564-a258-8ca688f9e688,Other,55,USA,3/20/2022,Premium,Yearly,111.01,PayPal,4,6,4,55,7,22.6,1
52eadb26-1fb7-40de-8e3b-d8a1de0f53d7,Other,61,USA,10/30/2022,Standard,Yearly,64.07,Card,8,35,6,18,5,20.6,0
2b0e2c6c-9542-4751-8357-e76598a7eaec,Female,58,Pakistan,4/2/2021,Standard,Monthly,57.03,PayPal,3,23,3,34,1,6.9,1
1ac70861-46e7-4cf1-8b10-b3c817d136f1,Female,45,USA,11/15/2023,Standard,Monthly,76.02,PayPal,0,10,11,23,0,7.9,0
55cceab2-cd28-49d5-ae8e-f8f08007a007,Other,69,Pakistan,4/13/2024,Premium,Monthly,104.31,JazzCash,6,52,1,11,4,34.9,0
2297a672-3963-4b44-b304-4ad3f930c732,Male,45,Pakistan,2/23/2022,Premium,Yearly,149.65,Easypaisa,11,103,2,23,9,23.2,0
195331bc-ad15-499c-8b52-1dd7713ade62,Female,35,Germany,1/30/2022,Standard,Monthly,60.63,Easypaisa,10,37,9,0,6,10.7,0
0d60fe6c-19c8-4873-a479-e92f3b3b1f47,Other,26,USA,12/29/2022,Standard,Yearly,35.76,Easypaisa,0,91,11,14,1,29.7,0
0c723fb8-6f59-4257-981b-b706d60f8d2d,Other,70,UK,9/19/2024,Premium,Yearly,118.36,PayPal,14,72,1,21,5,16,0
6e2b34c1-a552-48ad-9634-6c011fa6c9b3,Male,47,Canada,8/5/2025,Basic,Monthly,21.82,JazzCash,6,5,19,5,10,23.9,0
2b666433-8c8a-4ffc-924e-e9d7a62014bc,Male,31,Germany,12/9/2025,Standard,Yearly,45.3,JazzCash,7,87,15,1,2,30.4,0
3509aa35-839f-4c9d-8de2-df8fc25d249a,Female,54,UK,8/28/2024,Basic,Yearly,18.91,PayPal,3,49,18,8,6,29.5,0
f98d14ec-8bde-44b5-af75-753fb347b56d,Male,43,India,5/15/2022,Basic,Yearly,9.47,Easypaisa,12,100,13,35,6,17.5,1
ec571132-e93d-42af-8658-105b425334b0,Other,35,USA,1/27/2024,Premium,Monthly,126.83,JazzCash,8,69,18,25,3,41.4,1
a637c38d-056e-46e3-88f8-ee80ef7b6344,Female,36,Canada,1/14/2025,Basic,Monthly,15,Card,8,107,11,48,7,31.8,1
96a4500f-bdc6-451e-8241-7528f40fc5ec,Male,42,UAE,9/8/2024,Standard,Yearly,40.25,Card,9,29,5,39,9,24.7,1
9d2bc5ce-ee3f-45ff-9d37-3975e3a51d5b,Other,64,UK,4/3/2020,Standard,Monthly,39.16,PayPal,10,12,12,1,9,42.5,1
9cd0e262-77c7-46d6-b6d4-032be96adc0a,Other,50,Canada,3/1/2022,Basic,Yearly,14.23,Easypaisa,2,61,7,20,2,14.8,0
726b8622-c4d6-4518-919e-f689246b9328,Male,54,UK,2/23/2025,Basic,Yearly,29.74,Easypaisa,7,65,4,51,9,40.4,1
8f5ea182-4405-4416-803d-cc92adf5de3b,Male,33,UK,10/13/2020,Basic,Monthly,22.05,PayPal,13,67,16,55,6,4.3,1
5a2ca5bc-b8e2-47f3-a588-5024ee8f7eea,Female,63,UAE,5/10/2021,Premium,Monthly,111.26,Card,4,104,13,53,0,18.1,1
c1b1c92d-6f5a-4aab-9ff3-25f0828e7a4a,Other,58,Germany,12/7/2024,Standard,Monthly,36.08,JazzCash,12,106,19,48,1,34.9,1
c7b1d2d1-b648-4b47-b028-bfce12c7452f,Other,39,India,9/22/2022,Standard,Monthly,43.96,JazzCash,10,89,3,29,7,36.4,1
ce091126-925b-4f62-9df7-9de74e4aa6ef,Female,36,Germany,12/26/2024,Standard,Yearly,65.28,JazzCash,9,5,5,9,8,14.6,1
da92ea8e-7f5d-4ff3-b693-4c7170939988,Female,54,USA,4/7/2023,Standard,Monthly,58.81,JazzCash,7,92,15,43,4,8.3,0
27ce10e0-aa7f-41ef-ae7f-b57811d5c9c9,Male,27,UAE,4/12/2023,Standard,Yearly,62.2,Card,13,28,19,19,2,28.5,0
2bc00876-005e-455f-99f0-abeb8d96c9d7,Other,50,Germany,10/17/2025,Standard,Yearly,61.3,Easypaisa,5,83,5,37,8,15.8,1
73070252-b26e-4f6e-ace0-6f56f9d141d6,Female,59,India,11/21/2025,Standard,Monthly,54.72,PayPal,0,86,3,21,3,15.5,1
